pet_name,pet_gender,pet_age,location,link,pet_breed,pet_color,pet_id,pet_hair,pet_rescue,pet_address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Daisy,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510274-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41832186,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Smokey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518151-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41778590,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Albert,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518152-chicago-illinois-cat,Domestic Shorthair,All Black,33526301,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Queen,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25515826-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,40753055,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Cuddles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510273-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41832190,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Snowball,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510277-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41221606,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Tiggy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525435-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41885192,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Twin,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525704-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41832185,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Mimi,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25363078-chicago-illinois-cat,Domestic Shorthair,White,41761653,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Rey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525706-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41760869,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Meowster,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516293-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41733460,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Simon,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25495796-chicago-illinois-cat,Domestic Shorthair,All Black,41724541,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Coral,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495797-chicago-illinois-cat,Domestic Shorthair,All Black,41724554,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Mitchell,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495795-chicago-illinois-cat,Domestic Shorthair,All Black,41593008,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Tyler,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495794-chicago-illinois-cat,Domestic Shorthair,White,25105715,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Facey,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495793-chicago-illinois-cat,Domestic Shorthair,All Black,41845983,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Lois,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415910-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41724571,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Shadow,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415911-chicago-illinois-cat,Domestic Shorthair,All Black,41724612,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Midnight,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415912-chicago-illinois-cat,Domestic Shorthair,All Black,41724619,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Veronica,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24890532-chicago-illinois-cat,Domestic Shorthair,All Black,41112977,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Twinkles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362858-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41684839,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,Yes,,,,,,,,
Theo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362857-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41724645,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Simba,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25362855-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41724531,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Jack,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362856-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41724664,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Kitten,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25316253-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41628586,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Lady,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/22910905-chicago-illinois-cat,Domestic Shorthair,All Black,39199176,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Tom,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518153-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41876924,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Ickis,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25525703-chicago-illinois-cat,Domestic Longhair/Domestic Shorthair,All Black,41851635,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Max,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525705-chicago-illinois-cat,Bengal/Domestic Shorthair,Gray or Blue,41670167,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Henry Ford,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25525707-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41780409,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Sprinkles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234853-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41609997,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Flippy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209092-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41560547,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Charlie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209089-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41542534,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Kichi,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176009-chicago-illinois-cat,Domestic Shorthair,All Black,41345142,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Ginger,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176010-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40828993,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Bella,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24883463-chicago-illinois-cat,Domestic Shorthair,All Black,41123006,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Macey,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25176008-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41044209,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,Yes,,,Yes,,,,,
Lil Baby,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234854-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40987778,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Phin,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228108-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,9966459,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Gwen,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228107-chicago-illinois-cat,Domestic Shorthair,All Black,11242022,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",Yes,,,,,,,,,,,,,
Marty,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24317553-chicago-illinois-cat,Domestic Shorthair,Orange or Red,40573919,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,
Maggie,Female,kitten,"Chicago, IL",https://www.adoptapet.com/pet/24097537-chicago-illinois-kitten,Domestic Shorthair,All Black,40401612,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",Yes,,,,,,,,,,,,,
Spicey,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25462227-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41727222,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,Yes,,,,,,,,
Missy,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24456000-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,39913705,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Scuba,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499237-chicago-illinois-cat,Domestic Shorthair,White,41544099,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Sophia,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25494976-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41823494,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Molly Malone,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25504295-chicago-illinois-cat,Domestic Shorthair,Orange or Red,14251785,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Sabel,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25503666-chicago-illinois-cat,Domestic Shorthair,All Black,41746293,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Milo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504211-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41782168,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Panda,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24686188-chicago-illinois-cat,Domestic Shorthair,White,40773082,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Zhen,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504079-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,White,41785136,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Milo,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499235-chicago-illinois-cat,Domestic Shorthair,All Black,41544098,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Lady,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24865097-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Orange or Red,41048878,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Rose,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25342987-chicago-illinois-cat,Domestic Shorthair,All Black,41663168,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Minnie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24906841-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41113079,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Beezus,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24239004-chicago-illinois-cat,Domestic Shorthair,All Black,9949299,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Shannon,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24817337-chicago-illinois-cat,Domestic Shorthair,White,41048530,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Hope,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25192346-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,35288162,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Missy,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25517105-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Orange or Red,41833135,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Cal,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510498-chicago-illinois-cat,Domestic Shorthair,All Black,41802926,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Lola,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510410-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41778784,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
King Nippy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510497-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41778781,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Silver,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516296-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41795303,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Charlie,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516297-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41800317,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,Yes,,,,,,,,
August,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516295-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn,41739667,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Thanos,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516294-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Gray or Blue,41771957,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Koga,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24458565-chicago-illinois-cat,American Shorthair,Brown Tabby,697092,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,
Bené,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24459188-chicago-illinois-cat,American Shorthair,Brown Tabby,697094,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,Yes,,
Milo,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24516437-chicago-illinois-cat,American Shorthair,"Gray, Blue or Silver Tabby",708185,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,
Delilah,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24520008-chicago-illinois-cat,Domestic Mediumhair,Tortoiseshell,708875,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,Yes,,Yes,Yes
Bebo,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24516420-chicago-illinois-cat,American Shorthair,"Gray, Blue or Silver Tabby",708170,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,
Wrigley,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24585762-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,724742,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,Yes,,,Yes,
Leah,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24585926-chicago-illinois-cat,Domestic Shorthair,All Black,724764,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,,,,
Ginny,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24605088-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,728960,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,,,Yes,
Mango,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24642448-chicago-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,737223,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Nura,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24664883-chicago-illinois-cat,Egyptian Mau,Spotted Tabby/Leopard Spotted,741797,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,Yes,,Yes,,Yes,,Yes,
Calvin,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24694514-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue (Mostly),746166,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Charles Wallace,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24694517-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,746167,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,,Yes,
Felix,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24718894-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",750589,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,,,,Yes
Leyla,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24751612-chicago-illinois-cat,Domestic Shorthair,White (Mostly),756062,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,Yes,
Ramona,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24751658-chicago-illinois-cat,Domestic Longhair,White (Mostly),756066,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,Yes,
Steph & Curry,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24805308-chicago-illinois-cat,American Shorthair,Orange or Red Tabby,766515,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,,
Leo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24863383-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,779200,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Lola,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24857943-chicago-illinois-cat,Ragdoll,Tiger Striped,777617,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Owlet,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25075059-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,825045,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
CatBoy,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25075064-chicago-illinois-cat,Domestic Mediumhair,Tiger Striped,825048,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Maui,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24877745-chicago-illinois-cat,Bombay,All Black,782337,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,,,,Yes
Stryder,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24899510-chicago-illinois-cat,Calico,Calico or Dilute Calico,786784,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,Yes,,Yes,,
Tommy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25004596-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,810115,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Sacks,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24703393-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,748030,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,Yes,,
Kramer,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25072945-chicago-illinois-cat,Domestic Shorthair,Orange or Red (Mostly),824520,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Pebbles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25080107-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue,826090,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Sox,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25131722-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,840138,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Ernie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25140177-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn (Mostly),842917,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Louie,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25140179-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,842918,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Frieda,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25173316-chicago-illinois-cat,Calico,Tortoiseshell,849502,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Fiona,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25242611-chicago-illinois-cat,Domestic Shorthair,Gray or Blue (Mostly),865076,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,Yes,,Yes,
Shady,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25250436-chicago-illinois-cat,American Shorthair,All Black,866939,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Madison (Maddy),Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24359094-chicago-illinois-cat,Domestic Shorthair,Tortoiseshell,680592,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,Yes,,,,Yes,
Boots,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25310768-chicago-illinois-kitten,Domestic Shorthair,Orange or Red,880044,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Benjamin,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25320618-chicago-illinois-cat,Domestic Mediumhair,White (Mostly),882890,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,,Yes,Yes
Pirate kitty,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25358202-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,890861,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Blaze,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25400821-chicago-illinois-cat,American Shorthair,Orange or Red,900885,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Tommy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25428442-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,906168,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Bailey,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25459526-chicago-illinois-kitten,Domestic Shorthair,Tiger Striped,912961,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Michi,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25466341-chicago-illinois-cat,Domestic Mediumhair,Tiger Striped,914603,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,,Yes,,
